Order in file, Clean Question, Tagged Elements, Full Question
"3","When did the Woolworth Building open?","['<COREF ID=""97"" REF=""59""><MARKABLE>', '</MARKABLE></COREF>']","3.  When did the <COREF ID=""97"" REF=""59""><MARKABLE>Woolworth Building</MARKABLE></COREF> open?"
"4","Where is the building located?","['<COREF ID=""98"" REF=""59""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where is the <COREF ID=""98"" REF=""59""><MARKABLE>building</MARKABLE></COREF> located?"
"5","Why is the store also called the 5 and 10 cent store?","['<COREF ID=""99"" REF=""66""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""100"" REF=""66""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why is the <COREF ID=""99"" REF=""66""><MARKABLE>store</MARKABLE></COREF> also called the 5 and 10 cent <COREF ID=""100"" REF=""66""><MARKABLE>store</MARKABLE></COREF>?"
"1","Who is the leader of the blacks who won't ride buses?","['<COREF ID=""43"" REF=""13""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""44"" REF=""10""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""45"" REF=""24""><MARKABLE>', '</MARKABLE></COREF>']","1. Who is the <COREF ID=""43"" REF=""13""><MARKABLE>leader</MARKABLE></COREF> of the <COREF ID=""44"" REF=""10""><MARKABLE>blacks</MARKABLE></COREF> who won't ride <COREF ID=""45"" REF=""24""><MARKABLE>buses</MARKABLE></COREF>?"
"2","What did the tired black woman do?","['<COREF ID=""46"" REF=""32""><MARKABLE>', '</MARKABLE></COREF>']","2. What did the tired black <COREF ID=""46"" REF=""32""><MARKABLE>woman</MARKABLE></COREF> do?"
"3","When did the woman refuse to move?","['<COREF ID=""47"" REF=""32""><MARKABLE>', '</MARKABLE></COREF>']","3.  When did the <COREF ID=""47"" REF=""32""><MARKABLE>woman</MARKABLE></COREF> refuse to move?"
"4","Where did black people have to sit on buses in the past?","['<COREF ID=""48"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""49"" REF=""24""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where did black <COREF ID=""48"" REF=""1""><MARKABLE>people</MARKABLE></COREF> have to sit on <COREF ID=""49"" REF=""24""><MARKABLE>buses</MARKABLE></COREF> in the past?"
"5","Why did the city change its mind?","['<COREF ID=""50"" REF=""39""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""51"" REF=""39""><MARKABLE>', '</MARKABLE></COREF>', '<MARKABLE>mind</MARKABLE>']","5.  Why did the <COREF ID=""50"" REF=""39""><MARKABLE>city</MARKABLE></COREF> change <COREF ID=""51"" REF=""39""><MARKABLE>its</MARKABLE></COREF> <MARKABLE>mind</MARKABLE>?"
"1","Who attacked U.S. ships?","['<COREF ID=""50"" REF=""21""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""53"" REF=""40""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who attacked <COREF ID=""50"" REF=""21""><MARKABLE>U.S.</MARKABLE></COREF> <COREF ID=""53"" REF=""40""><MARKABLE>ships</MARKABLE></COREF>?"
"2","What damage was done?","['<MARKABLE>damage</MARKABLE>']","2.  What <MARKABLE>damage</MARKABLE> was done?"
"3","When were the bombs dropped?","['<MARKABLE>bombs</MARKABLE>']","3.  When were the <MARKABLE>bombs</MARKABLE> dropped?"
"4","Where did this attack take place?","['<MARKABLE>attack</MARKABLE>']","4.  Where did this <MARKABLE>attack</MARKABLE> take place?"
"5","Why were the Japanese visiting with President Roosevelt?","['<COREF ID=""51"" REF=""37""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""52"" REF=""48""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why were the <COREF ID=""51"" REF=""37""><MARKABLE>Japanese</MARKABLE></COREF> visiting with <COREF ID=""52"" REF=""48""><MARKABLE>President Roosevelt</MARKABLE></COREF>?"
"1","Who is Millie?","['<COREF ID=""26"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>']","1. Who is <COREF ID=""26"" REF=""1""><MARKABLE>Millie</MARKABLE></COREF>?"
"2","What is she going to do?","['<COREF ID=""27"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>']","2.  What is <COREF ID=""27"" REF=""1""><MARKABLE>she</MARKABLE></COREF> going to do?"
"3","When was Millie born?","['<COREF ID=""28"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>']","3.  When was <COREF ID=""28"" REF=""1""><MARKABLE>Millie</MARKABLE></COREF> born?"
"4","Where does Millie live?","['<COREF ID=""29"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where does <COREF ID=""29"" REF=""1""><MARKABLE>Millie</MARKABLE></COREF> live?"
"5","Why will Mrs. Bush help?","['<COREF ID=""41"" REF=""39""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why will <COREF ID=""41"" REF=""39""><MARKABLE>Mrs. Bush</MARKABLE></COREF> help?"
"1","Who is Dr. Florence Sabin?","['<COREF ID=""24"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who is <COREF ID=""24"" REF=""1""><MARKABLE>Dr. Florence Sabin</MARKABLE></COREF>?"
"2","What disease was cut in half because of her work?","['<COREF ID=""50"" REF=""31""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""56"" REF=""55""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""25"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>', '<MARKABLE>work</MARKABLE>']","2.  What <COREF ID=""50"" REF=""31""><MARKABLE>disease</MARKABLE></COREF> was cut in <COREF ID=""56"" REF=""55""><MARKABLE>half</MARKABLE></COREF> because of <COREF ID=""25"" REF=""1""><MARKABLE>her</MARKABLE></COREF> <MARKABLE>work</MARKABLE>?"
"3","When will Dr. Sabin stop working?","['<COREF ID=""26"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>']","3.  When will <COREF ID=""26"" REF=""1""><MARKABLE>Dr. Sabin</MARKABLE></COREF> stop working?"
"4","Where did she go in 1929?","['<COREF ID=""27"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""52"" REF=""51""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where did <COREF ID=""27"" REF=""1""><MARKABLE>she</MARKABLE></COREF> go in <COREF ID=""52"" REF=""51""><MARKABLE>1929</MARKABLE></COREF>?"
"5","Why does Dr. Sabin get angry when she sees garbage lying around?","['<COREF ID=""28"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""53"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""54"" REF=""46""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why does <COREF ID=""28"" REF=""1""><MARKABLE>Dr. Sabin</MARKABLE></COREF> get angry when <COREF ID=""53"" REF=""1""><MARKABLE>she</MARKABLE></COREF> sees <COREF ID=""54"" REF=""46""><MARKABLE>garbage</MARKABLE></COREF> lying around?"
"1","Who were the characters in Pac Man?","['<COREF ID=""57"" REF=""54""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""53"" REF=""52""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who were the <COREF ID=""57"" REF=""54""><MARKABLE>characters</MARKABLE></COREF> in <COREF ID=""53"" REF=""52""><MARKABLE>Pac Man</MARKABLE></COREF>?"
"2","What video game could be played on TV screens at home?","['<COREF ID=""84"" REF=""72""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""86"" REF=""85""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""88"" REF=""87""><MARKABLE>', '</MARKABLE></COREF>']","2.  What video <COREF ID=""84"" REF=""72""><MARKABLE>game</MARKABLE></COREF> could be played on TV <COREF ID=""86"" REF=""85""><MARKABLE>screens</MARKABLE></COREF> at <COREF ID=""88"" REF=""87""><MARKABLE>home</MARKABLE></COREF>?"
"3","When was the first video game sold?","['<COREF ID=""89"" REF=""78""><MARKABLE>', '</MARKABLE></COREF>']","3. When was the first video <COREF ID=""89"" REF=""78""><MARKABLE>game</MARKABLE></COREF> sold?"
"4","Where are the video games being displayed?","['<COREF ID=""90"" REF=""74""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where are the video <COREF ID=""90"" REF=""74""><MARKABLE>games</MARKABLE></COREF> being displayed?"
"5","Why did some video game players have to see a doctor?","['<COREF ID=""94"" REF=""72""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""91"" REF=""60""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""93"" REF=""92""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why did some video <COREF ID=""94"" REF=""72""><MARKABLE>game</MARKABLE></COREF> <COREF ID=""91"" REF=""60""><MARKABLE>players</MARKABLE></COREF> have to see a <COREF ID=""93"" REF=""92""><MARKABLE>doctor</MARKABLE></COREF>?"
"1","Who uses the moon to mark the time?","['<COREF ID=""86"" REF=""85""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""87"" REF=""74""><MARKABLE>', '</MARKABLE></COREF>']","1. Who uses the <COREF ID=""86"" REF=""85""><MARKABLE>moon</MARKABLE></COREF> to mark the <COREF ID=""87"" REF=""74""><MARKABLE>time</MARKABLE></COREF>?"
"2","What animal stands for the year 4,687?","['<MARKABLE>animal</MARKABLE>', '<COREF ID=""88"" REF=""76""><MARKABLE>', '</MARKABLE></COREF>']","2.  What <MARKABLE>animal</MARKABLE> stands for the year <COREF ID=""88"" REF=""76""><MARKABLE>4,687</MARKABLE></COREF>?"
"3","When is the Chinese New Year?","['<COREF ID=""89"" REF=""81""><MARKABLE>', '</MARKABLE></COREF>']","3.  When is the <COREF ID=""89"" REF=""81""><MARKABLE>Chinese New Year</MARKABLE></COREF>?"
"4","Where do they name years after animals?","['<COREF ID=""90"" REF=""63""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""112"" REF=""110""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""92"" REF=""91""><MARKABLE>', '</MARKABLE></COREF>']","4. Where do <COREF ID=""90"" REF=""63""><MARKABLE>they</MARKABLE></COREF> name <COREF ID=""112"" REF=""110""><MARKABLE>years</MARKABLE></COREF> after <COREF ID=""92"" REF=""91""><MARKABLE>animals</MARKABLE></COREF>?"
"5","Why does the Chinese New Year date change?","['<COREF ID=""93"" REF=""81""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""95"" REF=""94""><MARKABLE>', '</MARKABLE></COREF>']","5. Why does the <COREF ID=""93"" REF=""81""><MARKABLE>Chinese New Year</MARKABLE></COREF> <COREF ID=""95"" REF=""94""><MARKABLE>date</MARKABLE></COREF> change?"
"1","Who had a dream to build a family park?","['<COREF ID=""143"" REF=""142""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""144"" REF=""115""><MARKABLE>', '</MARKABLE></COREF>']","1. Who had a <COREF ID=""143"" REF=""142""><MARKABLE>dream</MARKABLE></COREF> to build a family <COREF ID=""144"" REF=""115""><MARKABLE>park</MARKABLE></COREF>?"
"2","What are the names of the boats in Adventure Land?","['<MARKABLE>names</MARKABLE>', '<COREF ID=""146"" REF=""145""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""147"" REF=""124""><MARKABLE>', '</MARKABLE></COREF>']","2.  What are the <MARKABLE>names</MARKABLE> of the <COREF ID=""146"" REF=""145""><MARKABLE>boats</MARKABLE></COREF> in <COREF ID=""147"" REF=""124""><MARKABLE>Adventure Land</MARKABLE></COREF>?"
"3","When did Disneyland open?","['<COREF ID=""148"" REF=""115""><MARKABLE>', '</MARKABLE></COREF>']","3.  When did <COREF ID=""148"" REF=""115""><MARKABLE>Disneyland</MARKABLE></COREF> open?"
"4","Where would you see ghosts at Disneyland?","['<COREF ID=""150"" REF=""129""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""152"" REF=""151""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""149"" REF=""115""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where would <COREF ID=""150"" REF=""129""><MARKABLE>you</MARKABLE></COREF> see <COREF ID=""152"" REF=""151""><MARKABLE>ghosts</MARKABLE></COREF> at <COREF ID=""149"" REF=""115""><MARKABLE>Disneyland</MARKABLE></COREF>?"
"5","Why is the Matterhorn one of the best rides?","['<COREF ID=""153"" REF=""136""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""157"" REF=""136""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""156"" REF=""154""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why is the <COREF ID=""153"" REF=""136""><MARKABLE>Matterhorn</MARKABLE></COREF> <COREF ID=""157"" REF=""136""><MARKABLE>one</MARKABLE></COREF> of the best <COREF ID=""156"" REF=""154""><MARKABLE>rides</MARKABLE></COREF>?"
"1","Who went to bed on October 5, 1582, and woke up on October 15, 1582?","['<COREF ID=""52"" REF=""51""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""55"" REF=""54""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""53"" REF=""49""><MARKABLE>', '</MARKABLE></COREF>']","1. Who went to <COREF ID=""52"" REF=""51""><MARKABLE>bed</MARKABLE></COREF> on <COREF ID=""55"" REF=""54""><MARKABLE>October 5, 1582</MARKABLE></COREF>, and woke up on <COREF ID=""53"" REF=""49""><MARKABLE>October 15, 1582</MARKABLE></COREF>?"
"2","What is a leap year?","['<COREF ID=""11"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>']","2. What is a leap <COREF ID=""11"" REF=""1""><MARKABLE>year</MARKABLE></COREF>?"
"3","Where does this happen?","['<COREF ID=""58"" REF=""1""><MARKABLE>', '</MARKABLE></COREF>']","3. Where does <COREF ID=""58"" REF=""1""><MARKABLE>this</MARKABLE></COREF> happen?"
"4","When was the first leap year?","['<COREF ID=""14"" REF=""12""><MARKABLE>', '</MARKABLE></COREF>']","4.  When was the first leap <COREF ID=""14"" REF=""12""><MARKABLE>year</MARKABLE></COREF>?"
"5","Why did 10 days have to be added to the calendar?","['<COREF ID=""56"" REF=""44""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""57"" REF=""21""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why did 10 <COREF ID=""56"" REF=""44""><MARKABLE>days</MARKABLE></COREF> have to be added to the <COREF ID=""57"" REF=""21""><MARKABLE>calendar</MARKABLE></COREF>?"
"1","Who traveled 4,000 miles to share an idea?","['<COREF ID=""34"" REF=""33""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""32"" REF=""31""><MARKABLE>', '</MARKABLE></COREF>']","1. Who traveled 4,000 <COREF ID=""34"" REF=""33""><MARKABLE>miles</MARKABLE></COREF> to share an <COREF ID=""32"" REF=""31""><MARKABLE>idea</MARKABLE></COREF>?"
"2","What is another name for Native Americans?","['<MARKABLE>name</MARKABLE>', '<COREF ID=""35"" REF=""15""><MARKABLE>', '</MARKABLE></COREF>']","2.  What is another <MARKABLE>name</MARKABLE> for <COREF ID=""35"" REF=""15""><MARKABLE>Native Americans</MARKABLE></COREF>?"
"3","When was the first Native American Day held?","['<COREF ID=""52"" REF=""51""><MARKABLE>', '</MARKABLE></COREF>']","3.  When was the first <COREF ID=""52"" REF=""51""><MARKABLE>Native American Day</MARKABLE></COREF> held?"
"4","Where did Redfox go with his idea?","['<COREF ID=""48"" REF=""25""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""49"" REF=""25""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""50"" REF=""31""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where did <COREF ID=""48"" REF=""25""><MARKABLE>Redfox</MARKABLE></COREF> go with <COREF ID=""49"" REF=""25""><MARKABLE>his</MARKABLE></COREF> <COREF ID=""50"" REF=""31""><MARKABLE>idea</MARKABLE></COREF>?"
"5","Why is it a good idea to have Native American Day?","['<MARKABLE>idea</MARKABLE>', '<COREF ID=""53""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why is it a good <MARKABLE>idea</MARKABLE> to have <COREF ID=""53""><MARKABLE>Native American Day</MARKABLE></COREF>?"
"1","Who has special days set aside for them in September and June?","['<MARKABLE>days</MARKABLE>', '<COREF ID=""94"" REF=""62""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""91"" REF=""90""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""93"" REF=""92""><MARKABLE>', '</MARKABLE></COREF>']","1. Who has special <MARKABLE>days</MARKABLE> set aside for <COREF ID=""94"" REF=""62""><MARKABLE>them</MARKABLE></COREF> in <COREF ID=""91"" REF=""90""><MARKABLE>September</MARKABLE></COREF> and <COREF ID=""93"" REF=""92""><MARKABLE>June</MARKABLE></COREF>?"
"2","What happens in towns everywhere on National Kids Day?","['<COREF ID=""97"" REF=""96""><MARKABLE>', '</MARKABLE></COREF>', '<MARKABLE>everywhere</MARKABLE>', '<COREF ID=""95"" REF=""76""><MARKABLE>', '</MARKABLE></COREF>']","2.  What happens in <COREF ID=""97"" REF=""96""><MARKABLE>towns</MARKABLE></COREF> <MARKABLE>everywhere</MARKABLE> on <COREF ID=""95"" REF=""76""><MARKABLE>National Kids Day</MARKABLE></COREF>?"
"3","When are the two days for kids?","['<MARKABLE>days</MARKABLE>', '<COREF ID=""98"" REF=""62""><MARKABLE>', '</MARKABLE></COREF>']","3.  When are the two <MARKABLE>days</MARKABLE> for <COREF ID=""98"" REF=""62""><MARKABLE>kids</MARKABLE></COREF>?"
"4","Where will you find many kids on the second Sunday in June?","['<MARKABLE>kids</MARKABLE>', '<COREF ID=""99"" REF=""85""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""100"" REF=""92""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where will you find many <MARKABLE>kids</MARKABLE> on the second <COREF ID=""99"" REF=""85""><MARKABLE>Sunday</MARKABLE></COREF> in <COREF ID=""100"" REF=""92""><MARKABLE>June</MARKABLE></COREF>?"
"5","Why do adults honor kids with their own day?","['<COREF ID=""101"" REF=""69""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""102"" REF=""62""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""103"" REF=""62""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""104"" REF=""62""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""105"" REF=""76""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why do <COREF ID=""101"" REF=""69""><MARKABLE>adults</MARKABLE></COREF> honor <COREF ID=""102"" REF=""62""><MARKABLE>kids</MARKABLE></COREF> with <COREF ID=""103"" REF=""62""><MARKABLE>their</MARKABLE></COREF> <COREF ID=""104"" REF=""62""><MARKABLE>own</MARKABLE></COREF> <COREF ID=""105"" REF=""76""><MARKABLE>day</MARKABLE></COREF>?"
"1","Who causes Snow White a lot of trouble?","['<COREF ID=""145"" REF=""115""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""147"" REF=""146""><MARKABLE>', '</MARKABLE></COREF>', '<MARKABLE>trouble</MARKABLE>']","1. Who causes <COREF ID=""145"" REF=""115""><MARKABLE>Snow White</MARKABLE></COREF> <COREF ID=""147"" REF=""146""><MARKABLE>a lot</MARKABLE></COREF> of <MARKABLE>trouble</MARKABLE>?"
"2","What is a long cartoon movie called?","['<COREF ID=""148"" REF=""132""><MARKABLE>', '</MARKABLE></COREF>']","2.  What is a long cartoon <COREF ID=""148"" REF=""132""><MARKABLE>movie</MARKABLE></COREF> called?"
"3","When did this movie start playing?","['<COREF ID=""149"" REF=""109""><MARKABLE>', '</MARKABLE></COREF>']","3.  When did this <COREF ID=""149"" REF=""109""><MARKABLE>movie</MARKABLE></COREF> start playing?"
"4","Where would you go to see ""Snow White and the Seven, Dwarfs""?","['<MARKABLE>you</MARKABLE>', '<COREF ID=""150"" REF=""109""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where would <MARKABLE>you</MARKABLE> go to see ""<COREF ID=""150"" REF=""109""><MARKABLE>Snow White and the Seven, Dwarfs</MARKABLE></COREF>""?"
"5","Why is it so hard to make a cartoon?","['<COREF ID=""151"" REF=""132""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why is it so hard to make a <COREF ID=""151"" REF=""132""><MARKABLE>cartoon</MARKABLE></COREF>?"
"1","Who was the leader of the under water team?","[]","1. Who was the leader of the under water team?"
"2","What did the team do that was different?","[]","2. What did the team do that was different?"
"3","When did they first go underwater?","[]","3.  When did they first go underwater?"
"4","Where did they live underwater?","[]","4.  Where did they live underwater?"
"5","Why was their trip worth the work?","[]","5. Why was their trip worth the work?"
"1","Who was the first football player to be paid?","[]","1.  Who was the first football player to be paid?"
"2","What was the name of this player's team?","[]","2. What was the name of this player's team?"
"3","When was the first football game between two schools?","[]","3.  When was the first football game between two schools?"
"4","Where did this story take place?","[]","4.  Where did this story take place?"
"5","Why was John Brallier paid $10?","['<ENAMEX TYPE=""PERSON"">John Brallier</ENAMEX>', '<NUMEX TYPE=""MONEY"">$10</NUMEX>']","5. Why was <ENAMEX TYPE=""PERSON"">John Brallier</ENAMEX> paid <NUMEX TYPE=""MONEY"">$10</NUMEX>?"
"1","Who will be able to see a rare sight?","[]","1. Who will be able to see a rare sight?"
"2","What will they be seeing?","[]","2.  What will they be seeing?"
"3","When will this event happen again after tonight?","[]","3.  When will this event happen again after tonight?"
"4","Where is the earth in an eclipse of the moon?","['<ENAMEX TYPE=""LOCATION"">earth</ENAMEX>', '<ENAMEX TYPE=""LOCATION"">moon</ENAMEX>']","4.  Where is the <ENAMEX TYPE=""LOCATION"">earth</ENAMEX> in an eclipse of the <ENAMEX TYPE=""LOCATION"">moon</ENAMEX>?"
"5","Why will the moon have a ring of color?","['<ENAMEX TYPE=""LOCATION"">moon</ENAMEX>']","5. Why will the <ENAMEX TYPE=""LOCATION"">moon</ENAMEX> have a ring of color?"
"1","Who upset the French citizens?","[]","1. Who upset the French citizens?"
"2","What did the French people do in 1789?","['<TIMEX TYPE=""DATE"">1789</TIMEX>']","2. What did the French people do in <TIMEX TYPE=""DATE"">1789</TIMEX>?"
